Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2002-11-08,42.54030990600586,10.046049118041992,,3.7300000190734863,13.503427505493164,2.3471343517303467,12.77542495727539,6.0999999046325675,16.554309844970707,1.6465913057327268
2002-11-11,41.90032958984375,9.651997566223145,,3.7000000476837163,13.372325897216795,2.2198326587677,12.268582344055176,5.949999809265138,16.10637092590332,1.2742464542388916
2002-11-12,42.381141662597656,9.509697914123537,,3.900000095367432,13.495716094970705,2.2698438167572017,13.153074264526367,6.369999885559082,16.10637092590332,1.290795087814331
2002-11-13,42.669620513916016,9.4089994430542,,3.7899999618530273,13.842751502990724,2.2778003215789795,13.48102855682373,6.329999923706055,16.53524398803711,1.2659722566604614
2002-11-14,43.10733413696289,9.623539924621582,,3.890000104904175,14.652494430541992,2.2959861755371094,13.943151473999025,6.5900001525878915,17.043527603149414,1.2742464542388916
2002-11-15,42.94155502319336,9.840262413024902,,4.5,14.428854942321776,2.205055952072144,14.385398864746096,6.480000019073486,17.097539901733402,1.2576979398727417
2002-11-18,42.27833938598633,9.75051212310791,,4.730000019073486,14.8838472366333,2.180050611495972,13.813956260681152,6.519999980926514,16.646429061889652,1.2494235038757324
2002-11-19,42.45077133178711,9.728617668151855,,4.800000190734863,14.451983451843262,2.1334488391876216,13.610224723815918,5.579999923706055,16.821161270141598,1.0839371681213381
2002-11-20,43.09701919555664,9.894989013671877,,4.9099998474121085,14.26689910888672,2.158454179763794,14.112099647521973,5.550000190734863,16.932344436645508,1.1666804552078247
2002-11-21,43.857093811035156,9.875290870666504,,5.0,14.40571403503418,2.278936624526977,15.006528854370115,6.139999866485597,17.294504165649414,1.2742464542388916
2002-11-22,43.43855285644531,9.588508605957033,,5.010000228881836,14.26689910888672,2.3755507469177246,14.812735557556152,6.860000133514403,17.091188430786133,1.4645564556121826
2002-11-25,43.07693099975586,9.584129333496094,,5.059999942779541,14.020119667053224,2.407376289367676,15.04628086090088,7.949999809265138,16.424053192138672,1.8534499406814573
2002-11-26,41.98870086669922,9.4921875,,5.099999904632568,13.649954795837402,2.317582130432129,14.3456449508667,7.960000038146973,15.84587860107422,1.7458834648132324
2002-11-27,43.40505599975586,9.544729232788086,,5.150000095367432,14.4442720413208,2.4198784828186035,14.897209167480467,8.550000190734862,16.49077033996582,1.886546850204468
2002-11-29,43.47872543334961,9.584129333496094,,4.949999809265137,14.84528923034668,2.455113887786865,14.673602104187012,9.0,16.376405715942386,1.754157781600952
2002-12-02,42.97648239135742,9.20540714263916,,5.099999904632568,15.439104080200195,2.4312446117401123,14.286018371582033,8.930000305175781,15.706094741821287,2.0851306915283203
2002-12-03,42.92624282836914,9.233869552612305,,5.0,15.014947891235352,2.3755507469177246,13.759298324584961,8.119999885559082,15.55361270904541,2.2754409313201904
2002-12-04,42.85927963256836,9.249191284179688,,4.920000076293945,13.989275932312012,2.311899185180664,13.008970260620115,7.8499999046325675,15.963423728942873,2.548492908477783
2002-12-05,42.15612030029297,9.085003852844238,,4.949999809265137,13.97385025024414,2.261887788772583,12.844991683959961,8.25,15.93800449371338,2.2754409313201904
2002-12-06,42.22309875488281,9.400240898132324,,4.75,13.642242431640625,2.195963144302368,12.96424961090088,8.109999656677246,16.122262954711914,2.1430506706237797
2002-12-09,41.536659240722656,9.117842674255373,,4.809999942779541,13.781054496765135,2.059567928314209,12.353056907653807,7.309999942779541,16.265220642089847,2.250617265701294
2002-12-10,41.88825988769531,8.8836030960083,,4.849999904632568,13.881311416625975,1.9345388412475584,12.924497604370115,7.949999809265138,16.773502349853516,2.440927267074585
2002-12-11,41.757659912109375,8.982115745544434,,4.829999923706055,13.804186820983887,1.849292039871216,12.889714241027832,7.71999979019165,16.694086074829098,2.4657504558563232
2002-12-12,41.40273666381836,8.942710876464844,,4.800000190734863,13.680800437927244,1.911806583404541,12.854930877685547,7.75,15.899885177612305,2.6560592651367188
2002-12-13,40.77322769165039,8.861711502075195,,4.329999923706056,13.588257789611815,1.7560886144638062,12.815177917480467,7.320000171661378,15.318531036376953,2.689157724380493
2002-12-16,41.40273666381836,8.96679401397705,,4.0900001525878915,13.727072715759276,1.7788211107254028,13.197794914245605,7.46999979019165,15.87446117401123,2.813271760940552
2002-12-17,40.68284225463867,8.977734565734863,,3.759999990463257,13.943004608154295,1.787914156913757,13.336928367614744,7.3400001525878915,15.839526176452635,2.87119197845459
2002-12-18,40.468528747558594,8.92519760131836,,3.849999904632568,13.873597145080565,1.444652795791626,12.934435844421387,6.670000076293945,15.680685997009276,2.953935146331787
2002-12-19,40.28102493286133,8.842007637023926,,3.690000057220459,13.526565551757812,1.5071673393249512,12.69095230102539,6.46999979019165,15.423358917236328,2.713980436325073
2002-12-20,41.56344985961914,8.472042083740233,,3.5,13.225802421569824,1.5310364961624146,12.79033088684082,6.619999885559082,15.661623001098633,2.5650417804718018
2002-12-23,41.37260818481445,8.347256660461426,,3.390000104904175,13.264364242553713,1.5765014886856081,13.192825317382812,6.760000228881836,15.582205772399902,2.3333609104156494
2002-12-24,41.329078674316406,8.253125190734862,,3.990000009536743,13.472580909729006,1.5708184242248535,13.033815383911133,6.570000171661378,15.43289279937744,2.440927267074585
